State,City,Zip,Organization,ContactFirstName,ContactLastName,AddressLine1,Email,Fax,Phone1,CPSWeekEventFlag,LastUpdatedDate,MobileStationFlag,CountiesServed,LocationLatitude,LocationLongitude
AK,Anchorage,99501,Anchorage Fire Dept,Brian,Palmer,122 E 4th Ave,,,907-267-5045,No,2023-11-30T16:01:12Z,No,,,
AK,Anchorage,99508,"Safe Kids Alaska, Providence Alaska Medical Center",Sara,Penisten Turcic,3200 Providence Drive,,,907-212-3194,No,2023-11-30T16:03:33Z,No,,,
AK,Ketchikan,99901,"Ketchikan Fire Department, Safe Kids Alaska CPS Program",Jeff,Jones,319 Main Street,jeffj@city.ketchikan.ak.us,,907-225-9616,No,2017-06-20T18:42:53Z,No,,55.34233,-131.64708
AK,Klawock,99925,SEARHC Prince of Wales,June,May,7300 Klawock Hollis Hwy,,,907-755-4959,No,2016-05-31T22:00:54Z,No,,55.55214,-133.08208
AK,Seward,99664,Seward Providence Mountain Haven,Rosie,Patnode,417 1st Ave,,,907-491-0544,No,2023-11-28T22:50:32Z,No,,60.104935,-149.446297
AK,Soldotna,99669,Central Emergency Services,,,231 S Binkley St,,,907-262-4792,No,2017-06-20T18:29:31Z,No,,60.48289,-151.07249
AK,Soldotna,99669,Safe Kids Kenai-Central Peninsula Hospital,Jane,"Fellman, R.N.",250 Hospital Place,,,907-714-4539,No,2017-06-20T18:31:24Z,No,,60.49335,-151.07719
AK,Cordova,99574,Native Village of Eyak,Jessica,Weaver,110 Nicholoff Way,,,907-201-1545,No,2023-11-30T15:54:11Z,No,,60.542666,-145.764642
AK,Kenai,99611,City of Nikiski,Rhonda,White,44800 Kenai Spur Hwy,,,907-283-4202,No,2023-11-29T15:54:26Z,No,,60.6294,-151.341528
AK,Anchorage,99503,Center for Safe Alaskan,Mandi,Seethaler,4241 B St,,,907-929-3939,No,2023-11-30T16:04:38Z,No,,61.182186,-149.8835
AK,Palmer,99645,"Knik Tribe, Mat-Su, Safe Kids Alaska CPS Program",,,1744 Prospect Dr,,,907-671-6861,No,2023-11-29T16:02:03Z,No,,61.598886,-149.218794
AK,Fairbanks,99701,The Fairbanks Safe Rider Program Fairbanks Memorial Hospital,Angela,Adams,1650 E Cowles St,,,907-458-7233,No,2023-11-29T16:22:59Z,No,,64.831476,-147.740363
AZ,Tsaile,86556,Indian Health Services - Tsaile Health Center,JoAnn,Draper,Navajo Route 12 &64,,,928-724-3726,No,2017-06-29T18:48:32Z,No,Apache,,
AZ,Chinle,86503,Chinle Comprehensive Health Care Facility,Leslie,Yazzi,Highway 191,Geraldine.smith@ihs.gov,,928-674-7485,No,2017-06-29T18:44:07Z,No,Apache and Some parts of Navajo County,,
AZ,Pinon,86510,Pinon Health Center - Health Promotion,Tina,Yazzie,Route 4,tina.long@ihs.gov,,928-725-9704,No,2017-06-29T18:45:40Z,No,"Apache, and Navajo",,
AZ,Tuba City,86045,"Tuba City Regional Health Care Corp, - DEHS/OEH- General Services Building",Darlene,Yellowhair,E Birch Ave,,,928-283-2844,No,2015-09-04T17:35:08Z,No,,,
AZ,Sierra Vista,85635,Sierra Vista Fire Department,Diane,Mitchell,4127 Avenida Cochise,,,520-458-3319,No,2017-06-27T20:17:01Z,No,,31.533156,-110.255457
AZ,Green Valley,85622,Green Valley Fire District,Zack,Ruiz,1285 W Camino Encanto,,,520-625-9400,No,2013-08-06T21:40:47Z,No,"Pima, Santa Cruz",31.826559,-111.010483
AZ,Vail,85641,Rincon Valley Fire District - Station 2,Scott,Haller,14550 E Sands Ranch Road,ecornejo@rinconvalley.fd.org,,520-647-3760,No,2017-06-27T20:19:23Z,No,Pima,32.0045,-110.68431
AZ,Vail,85641,Rincon Valley Fire District - Station 1,Edward,Cornejo,8850 South Camino Loma Alta,ecornejo@rinconvalley.fd.org,,520-647-3760,No,2017-06-27T20:19:52Z,No,Pima,32.09098,-110.68811
AZ,Tucson,85746,Pascua Yaqui Health Dept-Injury Prev.,,,7490 S Camino de Oeste,,,520-879-6124,No,2013-08-06T21:46:54Z,No,,32.115089,-111.063239
AZ,Tucson,85756,Pima Community College,,,6680 S Country Club Road,,,520-206-2692,No,2017-06-29T15:45:44Z,No,,32.13142,-110.92725
AZ,Tucson,85735,Drexel Heights Fire District,,,5030 S Camino Verde,,,520-883-4341,No,2015-02-18T17:45:21Z,No,Pima,32.160721,-111.107063
AZ,Tucson,85714,Pima County Health Department,Estela,Garcia,175 W Irvington Rd,,,520-889-9543,No,2017-06-29T15:14:17Z,No,,32.16311,-110.97088
AZ,Tucson,85713,Child Protective Services,Cynthia,Richards,2750 S. 4th Avenue,crichards@azdes.gov,,520-620-3623,No,2008-08-19T17:38:00Z,No,Pima,32.19096,-110.966019
AZ,Tucson,85710,Tucson Police Department Child Assistance,Sue,Earley,7575 E Speedway Blvd,,,520-837-7232,No,2017-06-27T20:34:55Z,No,,32.23595,-110.83061
AZ,Tucson,85712,Tucson Medical Center Family Support Center-,,,5301 E Grant Road,,,520-324-2075,No,2017-06-29T14:43:48Z,No,,32.252807,-110.878172
AZ,Tucson,85705,Tucson Police Department - West,,,1310 W Miracle Mile Strip,,,520-791-4467,No,2017-06-27T20:38:15Z,No,,32.26224,-110.99314
AZ,Tucson,85743,Northwest Fire Rescue District,Veronica,Rubio,5225 W Massingale Road,vrunio@northwestfire.org,,520-887-1010 x5000,No,2017-06-29T15:16:55Z,No,Pima,32.34445,-111.0764
AZ,Marana,85653,Marana Police Department,Kevin,Litten,11555 W Civic Center Drive,,,520-382-2000,No,2017-06-27T20:20:47Z,No,Pima,32.44773,-111.21087
AZ,Tucson,85739,Golder Ranch Fire District,,,3885 E Golder Ranch Drive,,,520-825-9001,No,2017-06-29T15:16:04Z,No,,32.4828,-110.91124
AZ,Yuma,85364,Yuma County Health Department,,,2200 W. 28th Street,,,928-317-4667,No,2017-06-27T19:38:43Z,No,,32.676804,-114.646123
AZ,Yuma,85864,Yuma Police Department,Clay,Lawson,1500 S. 1st Avenue,,,928-373-4700,No,2017-06-29T15:46:45Z,No,,32.70054,-114.62139
AZ,Casa Grande,85122,Arizona Department of Public Safety - Casa Grande,,Heinrich,410 W Centennial Avenue,,,520- 836-1057,No,2017-06-27T13:32:02Z,No,,32.94682,-111.75759
AZ,Casa Grande,85122,Casa Grande Police Department,Jesus,Espino,373 E Val Vista Boulevard,,,520-421-8700,No,2017-06-27T13:30:18Z,No,,32.967426,-111.74928
AZ,Chandler,85225,Chandler Fire Dept - Administration,Jennifer,Jacobson,151 E Boston Street,,,480-782-2046,No,2017-06-27T15:05:38Z,No,,33.30202,-111.83898
AZ,Gilbert,85296,Gilbert Fire Department,Jean,Machnicki,85 E Civic Center Drive,jean.machnicki@gilbertaz.gov,,480-503-6300,No,2017-06-27T19:25:49Z,No,Maricopa,33.32919,-111.78754
AZ,Tempe,85282,Association for Supportive Child Care,,,3910 S Rural Rd,,,480-829-0500 x1233,No,2017-06-27T19:24:35Z,No,Maricopa,33.38739,-111.92708
AZ,Mesa,85202,Banner Childrens Center,,,1400 S Dobson Rd,,,480-230-2273,No,2015-02-18T19:08:44Z,No,Maricopa,33.388076,-111.876159
AZ,Apache Junction,85119,Apache Junction Super Station Fire Medical District,Tina,Gerola,3700 E 16th Avenue,tina_gerola@ajfd.org,,480-982-1299 ext.104,No,2017-06-27T13:29:33Z,No,Pinal and Maricopa,33.400725,-111.511864
AZ,Globe,85501,Gila County Health Department,Paula,Horn,5515 S Apache Avenue,phorn@co.gila.az.us,,928-402-8813,No,2017-06-27T20:12:22Z,No,Gila,33.4134,-110.81141
AZ,Tempe,85280,Tempe Fire Department,Monique,Bonfiglio,1400 E. Apache Boulevard,,,480-858-7230,No,2017-06-27T19:22:14Z,No,,33.4153,-111.91452
AZ,Mesa,85201,Mesa Fire Department,,,13 West First Street,,,480-644-2200,No,2017-06-27T13:35:23Z,No,,33.41688,-111.83203
AZ,Tempe,85281,Southwest Car Care Collision,Victoria,Huitt,622 S. Hacienda Drive,,,480-968-5915,No,2017-06-27T19:23:08Z,No,,33.42372,-111.90655
AZ,Phoenix,85034,City of Phoenix Fire Department,Jay,Arthur,150 S. 12th Street,jay.a.arthur@phoenix.gax,,602-534-3920,No,2017-06-27T13:27:13Z,No,Maricopa - Phoenix Only,33.44573,-112.0577
AZ,Phoenix,85003,Phoenix Police Department-Child Safety Seat Hotline,Mike,Warren,620 W Washington Street,,,602- 534-8687,No,2017-06-27T13:08:17Z,No,,33.44877,-112.08198
AZ,Goodyear,85338,Goodyear Fire Department,Tanja,Tanner,14455 W Van Buren Street,,,623-882-SEAT,No,2017-06-27T19:31:53Z,No,,33.44892,-112.37
AZ,Maricopa,85010,Maricopa Medical Center Car Seat Program,Laura,Aranda,2601 E. Roosevelt,,,602- 344-5364,No,2017-06-27T13:11:54Z,No,,33.45756,-112.02623
AZ,Avondale,85392,Avondale Fire Department,,,1825 N 107th Ave,,,623-333-6112,No,2017-06-27T20:11:03Z,No,,33.465162,-112.28982
AZ,Phoenix,85016,Phoenix Children's Hospital - Center for Family Health and Safety,Blanca,Villaseñor,1919 E Thomas Rd,,,6029333350,No,2019-01-11T22:32:07Z,No,,33.47889,-112.04043
AZ,Phoenix,85016,Hi-Tech Car Care,James,Garnand,2924 E. Thomas Road,,,602-224-0941,No,2017-06-27T13:24:57Z,No,,33.480491,-112.018533
AZ,Scottsdale,85256,Salt River Police Department,Rodman,Lasley,10005 E. Osborn Road,,,480-850-8200,No,2017-06-27T19:18:54Z,No,,33.487697,-111.865121
AZ,Phoenix,85012,"Maricopa County Department of Public Health, Office of Health Promo. & Educ",Mónica,Falcón,4041 N Central Avenue,,,602-506-6850,No,2017-06-27T13:13:43Z,No,,33.49392,-112.07269
AZ,Scottsdale,85251,Scottsdale Fire Department,Lori,Schmidt,8401 E Indian School Rd,lschmidt@scottsdaleaz.gov,,480-312-BABY (2229),No,2017-06-27T19:05:51Z,No,,33.49427,-111.89936
AZ,Mesa,85206,Maricopa County Dept of Public Health-OHPE,Zoraida,Ettrick,1825 E. Indian School Road,,,480-832-8972,No,2017-06-27T13:48:09Z,No,,33.494731,-112.041933
AZ,Luke Air Force Base,85309,Luke Air Force Base,Doug,Smith,7222 N Fighter Country Ave,,,623-856-6641,No,2017-06-27T19:26:42Z,No,Maricopa,33.539688,-112.365271
AZ,Peoria,85345,Peoria Police Department,,,8351 West Cinnabar Avenue,,,623-773-5055,No,2017-06-27T19:37:39Z,No,Maricopa,33.57457,-112.23988
AZ,Peoria,85345,Peoria Fire Department,Jeff,Johnson,8351 W Cinnabar Ave,,,623-773-7279 then 3,No,2017-06-27T19:34:00Z,No,Maricopa,33.57457,-112.23988
AZ,Fort McDowell,85264,Fort McDowell Tribal Police,Stephanie,Beebe,10755 N Fort McDowell Rd,,,(480) 837-1091,No,2017-06-27T19:20:52Z,No,,33.586338,-111.679528
AZ,Scottsdale,85254,Lani Car Seat,Lani,Harrison,7043 E Redfield Rd,Lanicarseat@gmail.com,,(781) 492-6043,No,2022-01-21T15:45:35Z,No,,33.613942,-111.928206
AZ,Surprise,85374,Surprise Police Department - Citizens Patrol,,,14250 W Statler Plaza,,,623-222-4277,No,2017-06-27T20:07:16Z,No,,33.629479,-112.366191
AZ,Surprise,85374,Surprise Fire Medical Department,Renee,Hamblin,14250 W Statler Plaza,,,623-222-5000,No,2017-06-27T19:41:14Z,No,Maricopa,33.629479,-112.366191
AZ,Sun City,85373,Sun City Fire Department,Mary,Dickinson,18602 N 99th Avenue,,,623-974-2321,No,2017-06-27T19:39:23Z,No,Maricopa,33.65299,-112.27948
AZ,Sun City West,85375,Sun City West Fire District,,,18818 North Spanish Garden Drive,,,623-584-3500,No,2017-06-27T20:09:34Z,No,Maricopa,33.65542,-112.35527
AZ,Wittmann,85361,Wittmann Fire District,,,20303 W Patton Road,,,623-388-2814,No,2017-06-27T19:36:14Z,No,Maricopa,33.73854,-112.49911
AZ,Pinetop,85935,Pinetop Fire Department,Kelly S.,Wood,1845 S. Pinelake Road,,,928-367-2199,No,2017-06-29T15:49:14Z,No,,34.123621,-109.926595
AZ,Parker,85344,La Paz County Public Health Education & Prevention Program,Martha,Duran,601 Riverside Drive,,,928-669-1062,No,2017-06-27T19:32:50Z,No,La Paz,34.149964,-114.283956
AZ,Lakeside,85929,Timber Mesa Fire and Medical,J. Kirk,Webb,2922 W White Mountain Boulevard,,,928-368-6112,No,2017-06-29T15:48:27Z,No,,34.16296,-109.98605
AZ,Show Low,85901,Navajo County Public Health,Shauna,Clements,600 N 9th Pl,amy_stradling@navajocounty.az.gov,,928-532-6050 x5548,No,2017-06-29T15:47:39Z,No,Navajo County Residents Only,34.255338,-110.032259
AZ,Camp Verde,86322,Camp Verde Fire District,Kristi,Gagnon,26 W Salt Mine Road,,,928-567-6335,No,2017-06-29T17:36:01Z,No,,34.5552,-111.85486
AZ,Cottonwood,86326,Verde Valley Fire District - Station 31,,,2700 Godard Road,,,928-634-2578,No,2011-06-08T17:13:06Z,No,,34.704329,-111.990455
AZ,Cornville,86325,Verde Valley Fire District - Station 32,John,Grantham,1120 S Page Springs Road,,,928-634-1266,No,2017-06-29T17:37:03Z,No,,34.71884,-111.90417
AZ,Cottonwood,86326,Cottonwood Fire Department,Ben,Kramer,191 S 6th Street,,,928-634-2741,No,2017-06-29T18:40:25Z,No,,34.735912,-112.02257
AZ,Sedona,86336,Sedona Fire District,Gary,Johnson,2860 Southwest Drive,gjohnson@sedonafire.org,,928-282-6800,No,2017-06-29T18:41:51Z,No,"Yavapai, Coconino",34.86375,-111.81052
AZ,Holbrook,86025,Navajo County Public Health,Amy,Stradling,117 E Buffalo Street,,,928-524-4750,No,2017-06-29T15:51:03Z,No,Navajo Residents Only,34.903727,-110.157888
AZ,Winslow,86047,"Winslow Indian Health Care Center, Incorporated - Environmental Health",Amelia,Jensen,500 Indiana Avenue,,,928-289-6177,No,2017-06-29T17:34:53Z,No,"Apache, Coconino, Navajo",35.032272,-110.714732
AZ,Flagstaff,86004,Coconino County Health Department,Heather,Taylor,2625 N King Street,,,928-679-7262,No,2017-06-29T15:50:30Z,No,Coconino,35.21432,-111.61162
AZ,Williams,86046,Williams Police Department,Leah,Payne,501 W Route 66,emacrae@williamsarizona.gov,,928-635-4461,No,2013-08-06T21:48:43Z,No,"Coconino, Yavapai",35.249012,-112.191933
AZ,Second Mesa,86043,Hopi Resource Enforcement Services,,,CR-2,,,928-734-7340,No,2017-06-29T15:53:03Z,No,,35.85306,-110.63286
AR,Jacksonville,72076,Jacksonville Police Department,John,Boyd,1400 Marshall Road,jboyd@cityofjacksonville.net,,501-982-3191,No,2017-07-03T12:53:57Z,No,,,
AR,Crossett,71635,Ashley County Medical Center,Amanda,Autenreath,1015 Unity Road E,,,870-364-1226,No,2017-07-03T12:32:22Z,No,,33.137643,-91.939466
AR,Magnolia,71753,Magnolia Regional Medical Center,Mitzi,Ammons,101 Hospital Drive,,,870-235-3532,No,2017-07-03T12:34:42Z,No,Columbia,33.27474,-93.23913
AR,Texarkana,71854,Department of Human Service/Division of Children and Family,Kaytrana,Leaks,3809 Airport Plaza Dr,Kaytrana.Leaks@arkansas.gov,,870-773-0563 X10393,No,2013-10-30T19:22:29Z,No,,33.458347,-94.000816
AR,Hope,71801,Hope Police Department,Angela,Gammage,312 S Washington Street,angela.gammage@hpsdistrict.org,,870-777-3434,No,2017-07-03T12:37:46Z,No,,33.66425,-93.59873
AR,Dumas,71639,Delta Memorial Hospital,Sherry,Pennington,811 US-165,slp2007lpn@rocketmail.com,,870-382-4303,No,2017-07-03T12:33:05Z,No,Desha,33.865913,-91.485143
AR,Pine Bluff,71601,Department of Community Correction,Melva,Trask,7301 W 13th Avenue,melva.trask@arkansas.gov,,870-879-0661,No,2017-07-03T12:31:31Z,No,,34.216,-92.08879
AR,Hot Springs National Park,71913,Arkansas Human Development Corporation/Early Head Start,D'Ann,Weatherford,102 College Dr,dweatherford@arkansasbabies.com,,501-620-4323,No,2017-07-03T12:42:58Z,No,,34.512826,-93.120863
AR,Bryant,72022,Bryant Police/Fire Department,Alisha,Vaughan,312 Roya Lane,avaughan@bryant911.com,,501-847-0211,No,2017-07-03T12:44:44Z,No,Saline,34.61428,-92.50063
AR,Clarendon,72029,"Mid-Delta Health Systems, Inc",Mary,Scemons,245 Madison St,,,(870)747-338,No,2017-07-03T12:46:37Z,No,,34.69268,-91.31269
AR,Little Rock,72202,University of Arkansas for Medical Sciences,Holly,Terry,1120 Marshall St,,,501- 364-2478,No,2017-07-06T12:54:53Z,No,Statewide,34.73982,-92.29188
AR,Little Rock,72202,Arkansas Childrens Hospital,Charles,Maxwell,1 Childrens Way,MaxwellCA@archildrens.org,,501-364-5655,No,2014-01-09T18:56:11Z,No,Pulaski and Statwide,34.743423,-92.29152
AR,Little Rock,72205,JCCSI/Parents As Teachers,Montoyia,Key,415 N McKinley Street,MKeyPAT@yahoo.com,,501-364-5451,No,2017-07-03T13:05:38Z,No,,34.75553,-92.34467
AR,Cabot,72023,Cabot Fire Department,Brandon,Tounzen,114 W Pine Street,btounzen@cabotar.gov,,501-941-3221,No,2017-07-03T12:45:43Z,No,,34.974735,-92.016007
AR,Searcy,72143,Searcy Fire Department,Lance,Oakes,501 W Beebe Capps Expressway,,,501-279-1066,No,2017-07-03T13:01:40Z,No,,35.24333,-91.74112
AR,Fort Smith,72901,Fort Smith Police Department,Michael,Moss,100 S 10th Street,info@forthsmithpd.org,,479-709-5000,No,2017-07-03T15:56:06Z,No,,35.38289,-94.42433
AR,Van Buren,72956,Van Buren Police Department,Jack,Robinson,111 S 11th Street,jrobinson@vanburencity.org,,479-747-1234,No,2017-07-03T15:57:06Z,No,"Crawford, Sebastian",35.43493,-94.34799
AR,Clinton,72031,Van Buren County Sheriff's Office,Clayton,Borecky,184 Detention Drive,clayton.borecky@shirley.k12.ar.us,,501-745-2112,No,2017-07-03T12:51:53Z,No,,35.5701,-92.44922
AR,Osceola,72370,Osceola Police Department,Johnny,Creecy,401 W Keiser Avenue,,,870-563-5213,No,2017-07-03T13:14:57Z,No,Mississipi,35.69711,-89.97142
AR,Jonesboro,72401,Dimensions CPS Program,Mike,Smith,2012 WIlkins Ave,msmith.safe@sbcglobal.net,,870-931-1111,No,2017-07-03T13:20:24Z,No,,35.82548,-90.68128
AR,Jonesboro,72401,Jonesboro Police Department,Doug,Formon,410 W Washington Avenue,dformon@jonesboro.org,,870-935-5562,No,2017-07-03T13:19:51Z,No,,35.83875,-90.70852
AR,Paragould,72450,Paragould Police Department,Todd,Stoval,101 N 3 1/2 Street,,,870-239-7564,No,2017-07-03T13:21:54Z,No,Green,36.056356,-90.48936
AR,Fayetteville,72701,Fayetteville Police Department,Craig,Stout,100 W Rock Street,police@ci.fayetteville.ar.us,,479- 587-3580,No,2017-07-03T15:46:34Z,No,"Benton, Madison,Carrol",36.06113,-94.16097
AR,Fayetteville,72703,Eggleston Chiropractic & Rehab,Blythe,Eggleston,3000 N Market Avenue,blytheggleston@yahoo.com,,479-575-0105,No,2017-07-03T15:53:05Z,No,"Washington, Benton, Maddison and Crawford",36.10616,-94.14341
AR,Springdale,72764,Springdale Police Department,Chad,Wilson,201 Spring Street,SpringdalePoliceDepartment@facebook.com,,479-756-8200,No,2017-07-03T15:55:14Z,No,Washington,36.18688,-94.12961
AR,Harrison,72601,Harrison Police Department,Leslie,Nichols,116 Spring Street S,,,870-741-5463,No,2017-07-03T13:28:03Z,No,,36.22926,-93.11013
AR,Pocahontas,72455,B.R.A.D. Child Development Programs,Melinda,Calhoun,1403 Hospital Drive,,,870-892-4547,No,2017-07-03T13:23:47Z,No,,36.25351,-90.97778
AR,Cherokee Village,72529,Spring River Paramedic Ambulance Service,Lyra,Huffine,4 Navajo Trace,businessoffice.srpas@gmail.com,,810-257-2044,No,2017-07-03T13:25:32Z,No,,36.31194,-91.53767
AR,Bentonville,72712,Benton County Sheriffs Office,Thomas,See,1300 SW 14th Street,,,479-271-1008,No,2017-07-03T15:54:14Z,No,"Benton, Washington",36.35913,-94.22863
AR,Salem,72576,Fulton County Hosptial,Wendy,Hearn,679 N Main Street,,,870-895-6068,No,2017-07-03T13:26:37Z,No,,36.383621,-91.810551
AR,Bentonville,72712,Benton County Detention Center,Naconna,Mitchell,1101 McCollum Dr,,,479-,No,2018-09-25T19:45:55Z,No,,36.38479,-94.18135
CA,Daly City,94015,Pro Car Seat Safety @ Buy Buy Baby,Jim,DeCarli,149 Serramonte Center,jim@procarseatsafety.com,,(323) 491-6197,No,2023-08-15T15:13:33Z,Yes,,,
CA,Goleta,93117,SBCO No. 17 - Fire Station,Mike,Riach,#574 UCSB Campus Bldg.,carseats@sbcfire.com,,(805) 681-5500,No,2018-08-07T15:09:48Z,No,,,
CA,CA and Nationwide,12345,Tot Squad,,,Virtual,,,310-895-9983.,Yes,2021-09-17T19:40:47Z,No,,,
CA,Tulare County,93274,"Sit Right CPS, Inc.:",,,Virtual,,,559-529-9897,Yes,2021-09-17T19:50:50Z,Yes,,,
CA,San Diego,91950,Pacific Safety Center,Noemi,Duenas,"22 W 35th, Suite 205",,,858-621-2313,Yes,2019-09-23T21:03:33Z,No,,,
CA,Simi Valley,93062,"Car Seat Safety People, LLC",Judy,Slattery,P.O. Box 1737,judy@carseatsafetypeople.com,,805-320-9800,No,2017-07-06T18:11:42Z,No,Ventura and Los Angeles,,
CA,Burbank,91504,CarSeat911,Marc,Cohen,1317 N San Fernando Blvd. 532,cps@marccohen.net,,818-469-1654,No,2023-10-24T05:12:39Z,Yes,,,
CA,Los Angeles,90034,Infant Toddler Youth Safety,Adam,Lari,Palms Blvd,LariAdam@hotmail.com,,818-770-2547,No,2017-07-03T16:26:03Z,No,,,
CA,Pasadena,91101,Pro Car Seat Safety Serving Buttercup at El Paseo,Jim,DeCarli,300 E Colorado Blvd,jim@procarseatsafety.com,,3234916197,No,2020-10-14T22:43:32Z,No,,,
CA,Pasadena,91101,Pro Car Seat Safety Serving Buttercup at El Paso,Jim,DeCarli,300 Colorado Blvd #157,jim@procarseatsafety.com,,3234916197,No,2020-10-14T22:42:35Z,No,,,
CA,Felicity,92283,California Highway Patrol-Winterhaven (620),,,1 Killingsworth Drive,,,760-572-0294,No,2017-07-06T14:02:18Z,No,,32.747951,-114.758218
CA,San Diego,92110,California Highway Patrol-San Diego (645),,,4902 Pacific Highway,,,619-220-5492,No,2017-07-06T13:54:38Z,No,,32.76441,-117.20458
CA,La Mesa,91942,La Mesa Police Department,Julie,Estill,8085 University Avenue,,,619-667-7558,No,2017-07-06T13:41:43Z,No,,32.767112,-117.023883
CA,El Cajon,92021,California Highway Patrol-El Cajon (680),,,1722 East Main Street,,,619-401-2000,No,2017-07-06T13:43:29Z,No,,32.813172,-116.918015
CA,Imperial,92251,California Highway Patrol-El Centro (625),,,2331 Highway 86,,,760-482-2500,No,2017-07-06T14:01:05Z,No,,32.82011,-115.57061
CA,Escondido,92029,National Telehealth Car Seat Call Center at Palomar MC,Jim,DeCarli,2185 Citracado Pkwy,jim@procarseatsafety.com,,3234916197,No,2024-01-18T05:35:28Z,No,,33.121718,-117.121908
CA,Vista,92081,Tot Squad,Keri,Lynch,1948 Via Centre,,,858-859-2331,No,2017-07-06T13:53:53Z,No,,33.16394,-117.224625
