efid;id;salesArea;score;scoreAlt;smartwayScore;standard;stdText
SBMXV03.0B07;47712;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXV03.0B07;47712;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXV03.0B07;47713;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXV03.0B07;47713;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXV04.4N63;47714;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXV04.4N63;47714;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXV04.4N63;47715;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SBMXV04.4N63;47715;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXV04.4SM5;47716;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXV04.4SM5;47716;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SKMXV02.5DR3;47717;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV02.5DR3;47717;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV02.5DR3;47718;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV02.5DR3;47718;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV02.5DR3;47719;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV02.5DR3;47719;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV02.5DP7;47720;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SKMXV02.5DP7;47720;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV01.2002;47721;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.2002;47721;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.05P4;47722;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.05P4;47722;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.65PN;47723;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.65PN;47723;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.65PN;47724;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.65PN;47724;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.05P4;47725;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.05P4;47725;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.65PN;47726;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.65PN;47726;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.05P2;47727;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT03.05P2;47727;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV03.513D;47728;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV03.513D;47728;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV01.6J13;47729;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV01.6J13;47729;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXV02.5UP7;47730;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV02.5UP7;47730;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV02.5UP7;47731;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV02.5UP7;47731;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SHYXV03.5UT7;47732;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXV03.5UT7;47732;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SJLXJ02.0RTX;47733;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXJ02.0RTX;47733;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXJ05.0FSM;47734;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SJLXJ05.0FSM;47734;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SJLXJ03.0FSC;47735;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXJ03.0FSC;47735;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV01.6J13;47736;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV01.6J13;47736;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXJ02.0RTX;47737;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXJ02.0RTX;47737;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXJ03.0FSC;47738;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SJLXJ03.0FSC;47738;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXJ03.0FSC;47739;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SJLXJ03.0FSC;47739;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SFJXT02.5VDH;47740;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SFJXT02.5VDH;47740;7;6.0;-1.0;-1;OT;Other
SFJXT02.5VDH;47741;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SFJXT02.5VDH;47741;7;6.0;-1.0;-1;OT;Other
SBMXJ03.0B58;47742;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ03.0B58;47742;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B58;47743;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B58;47743;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ04.4S68;47744;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ04.4S68;47744;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXT04.4S6M;47745;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXT04.4S6M;47745;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ03.0B58;47746;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B58;47746;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ04.4S68;47747;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXJ04.4S68;47747;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXT04.4S6M;47748;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXT04.4S6M;47748;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ04.4S68;47749;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXJ04.4S68;47749;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ04.4S68;47750;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXJ04.4S68;47750;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SHYXT02.5TP3;47751;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.5TP3;47751;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT03.5TT5;47752;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXT03.5TT5;47752;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHNXV03.513D;47753;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV03.513D;47753;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV03.513D;47754;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV03.513D;47754;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV03.513D;47755;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV03.513D;47755;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXV03.0B5X;47763;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0B5X;47763;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0B5X;47764;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0B5X;47764;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXJ02.0B4P;47765;7;7.0;-1.0;-1;OT;Other
SBMXJ02.0B4P;47765;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SBMXJ02.0B4P;47766;7;7.0;-1.0;-1;OT;Other
SBMXJ02.0B4P;47766;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SBMXJ02.0B4P;47767;7;7.0;-1.0;-1;OT;Other
SBMXJ02.0B4P;47767;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SBMXJ02.0B4P;47768;7;7.0;-1.0;-1;OT;Other
SBMXJ02.0B4P;47768;3;7.0;-1.0;-1;T3B20;Federal Tier 3 Bin 20
SBMXJ03.0B5P;47769;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B5P;47769;7;6.0;-1.0;-1;OT;Other
SBMXJ03.0B5P;47770;7;6.0;-1.0;-1;OT;Other
SBMXJ03.0B5P;47770;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B5P;47771;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B5P;47771;7;6.0;-1.0;-1;OT;Other
SBMXJ03.0B5P;47772;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ03.0B5P;47772;7;6.0;-1.0;-1;OT;Other
SBMXV03.0SM3;47773;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47773;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47774;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47774;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47775;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47775;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXV03.0SM3;47776;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SBMXV03.0SM3;47776;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SBMXJ02.0F6X;47777;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ02.0F6X;47777;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SFJXJ02.5BUY;47778;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SFJXJ02.5BUY;47778;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SFJXJ02.4RAB;47779;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SFJXJ02.4RAB;47779;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV01.2003;47780;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.2003;47780;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.2003;47781;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.2003;47781;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV02.02EC;47782;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV02.02EC;47782;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV02.02EC;47783;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV02.02EC;47783;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT03.5KU5;47784;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SKMXT03.5KU5;47784;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV01.3550;47785;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.3550;47785;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.2002;47786;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.2002;47786;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.3550;47787;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.3550;47787;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.2002;47788;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.2002;47788;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.5LR3;47789;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT02.5LR3;47789;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXT02.5E4M;47790;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
STYXT02.5E4M;47790;7;5.0;-1.0;-1;OT;Other
SGMXV01.3550;47791;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.3550;47791;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.3550;47792;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV01.3550;47792;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT02.5LR3;47793;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT02.5LR3;47793;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXT02.5E4M;47794;7;5.0;-1.0;-1;OT;Other
STYXT02.5E4M;47794;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
STYXT02.5H3A;47795;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXT02.5H3A;47795;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXJ02.4P3G;47797;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXJ02.4P3G;47797;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXJ02.4P3G;47798;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXJ02.4P3G;47798;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ02.0F6X;47799;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SBMXJ02.0F6X;47799;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXT02.0U1X;47800;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SBMXT02.0U1X;47800;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SFJXJ02.5BUY;47801;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SFJXJ02.5BUY;47801;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SFJXJ02.4RAB;47802;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SFJXJ02.4RAB;47802;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SFJXJ02.4RAB;47803;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SFJXJ02.4RAB;47803;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SVGAT02.0A77;47804;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAT02.0A77;47804;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7N;47805;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SVGAJ03.0N7N;47805;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SVGAT04.0NAV;47806;7;2.0;-1.0;-1;L3ULEV125;California LEV-III ULEV125
SVGAT04.0NAV;47806;3;2.0;-1.0;-1;T3B125;Federal Tier 3 Bin 125
SBMXJ03.0B58;47807;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SBMXJ03.0B58;47807;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SASXJ04.0AEX;47925;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SASXJ04.0AEX;47925;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SASXJ04.0AEX;47926;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SASXJ04.0AEX;47926;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SMBXV02.0HY4;47927;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SMBXV02.0HY4;47927;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SMBXJ02.0HY3;47928;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47928;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMBXJ02.0HY3;47929;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47929;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV03.6043;47930;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV03.6043;47930;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV03.6043;47931;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV03.6043;47931;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV03.6043;47932;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV03.6043;47932;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV03.6043;47933;3;4.0;-1.0;-1;T3B70;Federal Tier 3 Bin 70
SGMXV03.6043;47933;7;4.0;-1.0;-1;L3ULEV70;California LEV-III ULEV70
SGMXV02.0041;47934;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SGMXV02.0041;47934;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV02.0041;47935;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV02.0041;47935;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P34;47936;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.5P34;47936;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
STYXV02.4H33;47937;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
STYXV02.4H33;47937;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV01.54EC;47938;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV01.54EC;47938;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV01.54EC;47939;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXV01.54EC;47939;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXV01.55DC;47940;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHNXV01.55DC;47940;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SGMXV01.2002;47941;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SGMXV01.2002;47941;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV02.0BE3;47942;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV02.0BE3;47942;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXV02.0BE3;47943;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXV02.0BE3;47943;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMBXV02.0HY4;47944;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SMBXV02.0HY4;47944;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SMBXV02.0HY4;47945;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SMBXV02.0HY4;47945;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SCRXT03.05P3;47946;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SCRXT03.05P3;47946;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47947;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47947;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMBXJ02.0HY3;47948;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47948;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXT01.5M8T;47949;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXT01.5M8T;47949;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXT02.0PWC;47950;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHNXT02.0PWC;47950;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT03.8NL5;47951;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXT03.8NL5;47951;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHYXT02.0KE3;47952;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.0KE3;47952;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT02.0KE3;47953;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.0KE3;47953;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.0NE3;47954;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.0NE3;47954;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT02.05P1;47955;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SCRXT02.05P1;47955;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXT01.5N7S;47956;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHNXT01.5N7S;47956;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHNXT02.0PWC;47957;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHNXT02.0PWC;47957;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT03.8NL5;47958;3;5.0;-1.0;-1;T3B50;Federal Tier 3 Bin 50
SHYXT03.8NL5;47958;7;5.0;-1.0;-1;L3ULEV50;California LEV-III ULEV50
SHYXT02.0KE3;47959;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.0KE3;47959;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SHYXT02.0KE3;47960;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SHYXT02.0KE3;47960;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT01.6NC3;47961;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT01.6NC3;47961;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SKMXT02.0NE3;47962;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SKMXT02.0NE3;47962;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMBXJ02.0HY3;47963;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47963;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
SMBXJ02.0HY3;47964;3;6.0;-1.0;-1;T3B30;Federal Tier 3 Bin 30
SMBXJ02.0HY3;47964;7;6.0;-1.0;-1;L3SULEV30;California LEV-III SULEV30
